eventstart,eventend,name,type,subtype,subsubtype,description,source,scheduled,eventstart_CET,eventend_CET
"28.03.2002 09:30:00","NaT","US University of Michigan Surveys","Macro Release","US","University of Michigan Surveys","","Bloomberg",1,"28.03.2002 15:30:00","NaT"
"28.03.2002 10:00:00","NaT","US Chicago Purchasing Manager","Macro Release","US","Chicago Purchasing Manager","","Bloomberg",1,"28.03.2002 16:00:00","NaT"
"28.03.2002 12:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795LD1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa32802.pdf",1,"28.03.2002 18:00:00","NaT"
"28.03.2002 12:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795KQ3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa32802.pdf",1,"28.03.2002 18:00:00","NaT"
"28.03.2002 18:45:00","NaT","JP Capacity Utilization & JP Industrial Production","Macro Release","JP","Capacity Utilization & JP Industrial Production","","Bloomberg",1,"29.03.2002 00:45:00","NaT"
"29.03.2002 02:45:00","NaT","FR PPI","Macro Release","FR","PPI","","Bloomberg",1,"29.03.2002 08:45:00","NaT"
"29.03.2002 03:00:00","NaT","IT CPI","Macro Release","IT","CPI","","Bloomberg",1,"29.03.2002 09:00:00","NaT"
"29.03.2002 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"29.03.2002 15:00:00","NaT"
"29.03.2002 14:00:00","NaT","Fed: Discount Rate Minutes","Central Bank","Fed","Discount Rate Minutes","Discount Rate Minutes","https://www.federalreserve.gov/boarddocs/press/General/2002/20020329/attachment.pdf",1,"29.03.2002 20:00:00","NaT"
"01.04.2002 10:00:00","NaT","US ISM Releases","Macro Release","US","ISM Releases","","Bloomberg",1,"01.04.2002 17:00:00","NaT"
"01.04.2002 11:30:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795JS1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofb40102.pdf",1,"01.04.2002 18:30:00","NaT"
"01.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795LD1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa32802.pdf",1,"01.04.2002 20:05:00","NaT"
"01.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795KQ3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa32802.pdf",1,"01.04.2002 20:05:00","NaT"
"02.04.2002 00:00:00","NaT","FI Consumer Confidence","Macro Release","FI","Consumer Confidence","","Bloomberg",1,"02.04.2002 07:00:00","NaT"
"02.04.2002 01:30:00","NaT","ES Unemployment Net","Macro Release","ES","Unemployment Net","","Bloomberg",1,"02.04.2002 08:30:00","NaT"
"02.04.2002 01:30:00","NaT","ES Unemployment Rate","Macro Release","ES","Unemployment Rate","","Bloomberg",1,"02.04.2002 08:30:00","NaT"
"02.04.2002 03:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"02.04.2002 10:30:00","NaT"
"02.04.2002 05:30:00","NaT","NO Unemployment Rate","Macro Release","NO","Unemployment Rate","","Bloomberg",1,"02.04.2002 12:30:00","NaT"
"02.04.2002 09:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795KK6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofc40202.pdf",1,"02.04.2002 16:00:00","NaT"
"02.04.2002 09:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795KL4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofc40202.pdf",1,"02.04.2002 16:00:00","NaT"
"02.04.2002 10:00:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"02.04.2002 17:00:00","NaT"
"02.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795KK6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofc40202.pdf",1,"02.04.2002 20:05:00","NaT"
"02.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795JS1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofb40102.pdf",1,"02.04.2002 20:05:00","NaT"
"02.04.2002 18:15:00","NaT","US Car Sales","Macro Release","US","Car Sales","","Bloomberg",1,"03.04.2002 01:15:00","NaT"
"02.04.2002 18:30:00","NaT","RBA: Press Release","Central Bank","RBA","Press Release","","",1,"03.04.2002 01:30:00","NaT"
"03.04.2002 00:45:00","NaT","CH CPI","Macro Release","CH","CPI","","Bloomberg",1,"03.04.2002 07:45:00","NaT"
"03.04.2002 01:00:00","NaT","UK Halifax House Prices","Macro Release","UK","Halifax House Prices","","Bloomberg",1,"03.04.2002 08:00:00","NaT"
"03.04.2002 03:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"03.04.2002 10:30:00","NaT"
"03.04.2002 04:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"03.04.2002 11:15:00","NaT"
"03.04.2002 10:00:00","NaT","US ISM Non-Manufacturing","Macro Release","US","ISM Non-Manufacturing","","Bloomberg",1,"03.04.2002 17:00:00","NaT"
"03.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795KL4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofc40202.pdf",1,"03.04.2002 20:05:00","NaT"
"04.04.2002 03:30:00","NaT","UK Official Reserves Changes","Macro Release","UK","Official Reserves Changes","","Bloomberg",1,"04.04.2002 10:30:00","NaT"
"04.04.2002 05:00:00","NaT","EA Retail Sales & EA Retail Trade","Macro Release","EA","Retail Sales & EA Retail Trade","","Bloomberg",1,"04.04.2002 12:00:00","NaT"
"04.04.2002 06:00:00","NaT","BoE: Press Release","Central Bank","BoE","Press Release","MPD","",1,"04.04.2002 13:00:00","NaT"
"04.04.2002 06:45:00","NaT","ECB: Press Release","Central Bank","ECB","Press Release","GCM PR","",1,"04.04.2002 13:45:00","NaT"
"04.04.2002 07:30:00","04.04.2002 07:59:00","ECB: Press Conference","Central Bank","ECB","Press Conference","GCM PC","",1,"04.04.2002 14:30:00","04.04.2002 14:59:00"
"04.04.2002 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"04.04.2002 15:30:00","NaT"
"04.04.2002 14:30:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795LE9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa40402.pdf",1,"04.04.2002 21:30:00","NaT"
"04.04.2002 14:30:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795KR1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa40402.pdf",1,"04.04.2002 21:30:00","NaT"
"05.04.2002 00:00:00","NaT","JP Cabinet Office Indices","Macro Release","JP","Cabinet Office Indices","","Bloomberg",1,"05.04.2002 07:00:00","NaT"
"05.04.2002 00:00:00","NaT","JP Household Spending & JP Overall Household Spending","Macro Release","JP","Household Spending & JP Overall Household Spending","","Bloomberg",1,"05.04.2002 07:00:00","NaT"
"05.04.2002 01:45:00","NaT","FR Budget Balance","Macro Release","FR","Budget Balance","","Bloomberg",1,"05.04.2002 08:45:00","NaT"
"05.04.2002 05:00:00","NaT","DE Factory Orders","Macro Release","DE","Factory Orders","","Bloomberg",1,"05.04.2002 12:00:00","NaT"
"05.04.2002 08:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"05.04.2002 15:00:00","NaT"
"05.04.2002 08:30:00","NaT","US Employment Report","Macro Release","US","Employment Report","","Bloomberg",1,"05.04.2002 15:30:00","NaT"
"08.04.2002 01:00:00","NaT","JP Machine Orders","Macro Release","JP","Machine Orders","","Bloomberg",1,"08.04.2002 07:00:00","NaT"
"08.04.2002 02:00:00","NaT","JP Machine Tool Orders","Macro Release","JP","Machine Tool Orders","","Bloomberg",1,"08.04.2002 08:00:00","NaT"
"08.04.2002 03:30:00","NaT","NL Industrial Sales & NL Manufacturing Production","Macro Release","NL","Industrial Sales & NL Manufacturing Production","","Bloomberg",1,"08.04.2002 09:30:00","NaT"
"08.04.2002 04:00:00","NaT","NO Ind Prod Manufacturing & NO Industrial Production","Macro Release","NO","Ind Prod Manufacturing & NO Industrial Production","","Bloomberg",1,"08.04.2002 10:00:00","NaT"
"08.04.2002 05:00:00","NaT","Riksbank: Minutes","Central Bank","Riksbank","Minutes","Minutes from 18 March 2002","http://archive.riksbank.se/en/Web-archive/Published/Minutes-of-the-Executive-Boards-monetary-policy-meetings/2002/Separate-minutes-from-the-Executive-Board-meeting-on-18-March-2002/index.html",1,"08.04.2002 11:00:00","NaT"
"08.04.2002 11:30:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795JT9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofb40802.pdf",1,"08.04.2002 17:30:00","NaT"
"08.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795LE9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa40402.pdf",1,"08.04.2002 19:05:00","NaT"
"08.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795KR1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa40402.pdf",1,"08.04.2002 19:05:00","NaT"
"09.04.2002 04:00:00","NaT","NO Retail Sales","Macro Release","NO","Retail Sales","","Bloomberg",1,"09.04.2002 10:00:00","NaT"
"09.04.2002 04:30:00","NaT","UK Industrial Production & UK Manufacturing Production","Macro Release","UK","Industrial Production & UK Manufacturing Production","","Bloomberg",1,"09.04.2002 10:30:00","NaT"
"09.04.2002 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"09.04.2002 11:15:00","NaT"
"09.04.2002 06:00:00","NaT","GR CPI & GR CPI EU Harmonized","Macro Release","GR","CPI & GR CPI EU Harmonized","","Bloomberg",1,"09.04.2002 12:00:00","NaT"
"09.04.2002 06:30:00","NaT","GR CPI & GR CPI EU Harmonized","Macro Release","GR","CPI & GR CPI EU Harmonized","","Bloomberg",1,"09.04.2002 12:30:00","NaT"
"09.04.2002 09:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795KM2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofc40902.pdf",1,"09.04.2002 15:00:00","NaT"
"09.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795JT9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofb40802.pdf",1,"09.04.2002 19:05:00","NaT"
"09.04.2002 19:45:00","NaT","JP Bank Lending and Monetary Aggregates","Macro Release","JP","Bank Lending and Monetary Aggregates","","Bloomberg",1,"10.04.2002 01:45:00","NaT"
"10.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795KM2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofc40902.pdf",1,"10.04.2002 19:05:00","NaT"
"10.04.2002 19:45:00","NaT","JP Current Account","Macro Release","JP","Current Account","","Bloomberg",1,"11.04.2002 01:45:00","NaT"
"10.04.2002 23:25:00","NaT","BoJ: Press Release","Central Bank","BoJ","Press Release","BoJ: MP unchanged. The Bank of Japan will conduct money market operations, aiming at the outstanding balance of the current accounts at the Bank at around 10 to 15 trillion yen.","",1,"11.04.2002 05:25:00","NaT"
"11.04.2002 04:00:00","NaT","ECB: Economic Bulletin","Central Bank","ECB","Economic Bulletin","Monthly Bulletin","",1,"11.04.2002 10:00:00","NaT"
"11.04.2002 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"11.04.2002 14:30:00","NaT"
"11.04.2002 14:30:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795LF6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa41102.pdf",1,"11.04.2002 20:30:00","NaT"
"11.04.2002 14:30:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795KS9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa41102.pdf",1,"11.04.2002 20:30:00","NaT"
"12.04.2002 00:30:00","NaT","JP Bankruptcies","Macro Release","JP","Bankruptcies","","Bloomberg",1,"12.04.2002 06:30:00","NaT"
"12.04.2002 01:00:00","NaT","BoJ: Monthly Report","Central Bank","BoJ","Monthly Report","Monthly Report of Recent Economic and Financial Developments: The Bank's View","",1,"12.04.2002 07:00:00","NaT"
"12.04.2002 02:30:00","NaT","FR Industrial Production & FR Manufacturing Production","Macro Release","FR","Industrial Production & FR Manufacturing Production","","Bloomberg",1,"12.04.2002 08:30:00","NaT"
"12.04.2002 02:45:00","NaT","FR CPI and Wages","Macro Release","FR","CPI and Wages","","Bloomberg",1,"12.04.2002 08:45:00","NaT"
"12.04.2002 03:00:00","NaT","ES Retail Sales","Macro Release","ES","Retail Sales","","Bloomberg",1,"12.04.2002 09:00:00","NaT"
"12.04.2002 03:15:00","NaT","CH Retail Sales","Macro Release","CH","Retail Sales","","Bloomberg",1,"12.04.2002 09:15:00","NaT"
"12.04.2002 06:00:00","NaT","SE Current Account Balance","Macro Release","SE","Current Account Balance","","Bloomberg",1,"12.04.2002 12:00:00","NaT"
"12.04.2002 08:30:00","NaT","US PPI","Macro Release","US","PPI","","Bloomberg",1,"12.04.2002 14:30:00","NaT"
"12.04.2002 08:30:00","NaT","US Retail Sales","Macro Release","US","Retail Sales","","Bloomberg",1,"12.04.2002 14:30:00","NaT"
"12.04.2002 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"12.04.2002 15:00:00","NaT"
"12.04.2002 09:45:00","NaT","US University of Michigan Surveys","Macro Release","US","University of Michigan Surveys","","Bloomberg",1,"12.04.2002 15:45:00","NaT"
"15.04.2002 00:00:00","NaT","JP Tokyo Condominium Sales","Macro Release","JP","Tokyo Condominium Sales","","Bloomberg",1,"15.04.2002 06:00:00","NaT"
"15.04.2002 01:00:00","NaT","FI CPI","Macro Release","FI","CPI","","Bloomberg",1,"15.04.2002 07:00:00","NaT"
"15.04.2002 03:00:00","NaT","IT Industrial Production","Macro Release","IT","Industrial Production","","Bloomberg",1,"15.04.2002 09:00:00","NaT"
"15.04.2002 04:00:00","NaT","CN Monetetary Aggregates","Macro Release","CN","Monetetary Aggregates","","Bloomberg",1,"15.04.2002 10:00:00","NaT"
"15.04.2002 04:30:00","NaT","UK Price Indices","Macro Release","UK","Price Indices","","Bloomberg",1,"15.04.2002 10:30:00","NaT"
"15.04.2002 11:30:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795JU6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofb41502.pdf",1,"15.04.2002 17:30:00","NaT"
"15.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795LF6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa41102.pdf",1,"15.04.2002 19:05:00","NaT"
"15.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795KS9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofa41102.pdf",1,"15.04.2002 19:05:00","NaT"
"16.04.2002 01:00:00","NaT","BoJ: Minutes","Central Bank","BoJ","Minutes","Minutes on February 28 Meeting","",1,"16.04.2002 07:00:00","NaT"
"16.04.2002 02:00:00","NaT","EA Car Registrations","Macro Release","EA","Car Registrations","","Bloomberg",1,"16.04.2002 08:00:00","NaT"
"16.04.2002 02:45:00","NaT","FR Trade Balance","Macro Release","FR","Trade Balance","","Bloomberg",1,"16.04.2002 08:45:00","NaT"
"16.04.2002 03:00:00","NaT","IT CPI","Macro Release","IT","CPI","","Bloomberg",1,"16.04.2002 09:00:00","NaT"
"16.04.2002 03:00:00","NaT","CH Producer, Import Prices","Macro Release","CH","Producer, Import Prices","","Bloomberg",1,"16.04.2002 09:00:00","NaT"
"16.04.2002 04:30:00","NaT","UK Price Indices","Macro Release","UK","Price Indices","","Bloomberg",1,"16.04.2002 10:30:00","NaT"
"16.04.2002 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"16.04.2002 11:15:00","NaT"
"16.04.2002 06:00:00","NaT","DE Industrial Production","Macro Release","DE","Industrial Production","","Bloomberg",1,"16.04.2002 12:00:00","NaT"
"16.04.2002 08:30:00","NaT","US Building Permits & US Housing Starts","Macro Release","US","Building Permits & US Housing Starts","","Bloomberg",1,"16.04.2002 14:30:00","NaT"
"16.04.2002 08:30:00","NaT","US CPI and Earnings Data","Macro Release","US","CPI and Earnings Data","","Bloomberg",1,"16.04.2002 14:30:00","NaT"
"16.04.2002 09:00:00","NaT","BoC: Press Release","Central Bank","BoC","Press Release","","",1,"16.04.2002 15:00:00","NaT"
"16.04.2002 09:15:00","NaT","US Production and Capacity Utilization","Macro Release","US","Production and Capacity Utilization","","Bloomberg",1,"16.04.2002 15:15:00","NaT"
"16.04.2002 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795JU6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofb41502.pdf",1,"16.04.2002 19:05:00","NaT"
"16.04.2002 20:15:00","NaT","CN CPI","Macro Release","CN","CPI","","Bloomberg",1,"17.04.2002 02:15:00","NaT"
"17.04.2002 00:30:00","NaT","JP Capacity Utilization & JP Industrial Production","Macro Release","JP","Capacity Utilization & JP Industrial Production","","Bloomberg",1,"17.04.2002 06:30:00","NaT"
"17.04.2002 02:30:00","NaT","CN GDP and Other Macro Aggregates","Macro Release","CN","GDP and Other Macro Aggregates","","Bloomberg",1,"17.04.2002 08:30:00","NaT"
"17.04.2002 03:20:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Issing Speaks to ISDA on the Euro in Berlin","Bloomberg",0,"17.04.2002 09:20:00","NaT"
"17.04.2002 03:30:00","NaT","DK Trade & Current Account Balance","Macro Release","DK","Trade & Current Account Balance","","Bloomberg",1,"17.04.2002 09:30:00","NaT"
"17.04.2002 03:30:00","NaT","IT Consumer Confidence","Macro Release","IT","Consumer Confidence","","Bloomberg",1,"17.04.2002 09:30:00","NaT"
"17.04.2002 04:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"17.04.2002 10:30:00","NaT"
"17.04.2002 04:30:00","NaT","BoE: Minutes","Central Bank","BoE","Minutes","Minutes","",1,"17.04.2002 10:30:00","NaT"
"17.04.2002 08:30:00","NaT","US Trade Balance","Macro Release","US","Trade Balance","","Bloomberg",1,"17.04.2002 14:30:00","NaT"
"17.04.2002 14:30:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828AB6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2002/ofd41702.pdf",1,"17.04.2002 20:30:00","NaT"
"18.04.2002 01:00:00","NaT","FI PPI","Macro Release","FI","PPI","","Bloomberg",1,"18.04.2002 07:00:00","NaT"
"18.04.2002 03:30:00","NaT","NL Unemployment Rate","Macro Release","NL","Unemployment Rate","","Bloomberg",1,"18.04.2002 09:30:00","NaT"
"18.04.2002 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"18.04.2002 14:30:00","NaT"
"18.04.2002 10:00:00","NaT","US Leading Index","Macro Release","US","Leading Index","","Bloomberg",1,"18.04.2002 16:00:00","NaT"
"18.04.2002 11:48:00","18.04.2002 12:45:00","Ad Hoc: Other Unscheduled Event","Ad Hoc","Other Unscheduled Event","","An airplane crashes into a skyscraper in Milan, Italy, raising fears of a terrorist attack because of the similarities with the 9/11 attacks.","https://en.wikipedia.org/wiki/2002_Pirelli_Tower_airplane_crash",0,"18.04.2002 17:48:00","18.04.2002 18:45:00"
